Filename,Query,Subject,Identity,Alignment_length,Mismatches,Gap_opens,Query_start,Query_end,Subject_start,Subject_end,E-value,Bit_score
GCF_012368315.1_ASM1236831v1_genomic,NZ_JAAEXW010000012.1,amsL,99.915,1178,1,0,115914,117091,1178,1,0.0,2170
GCF_012367695.2_ASM1236769v1_genomic,NZ_JAAEWL010000006.1,amsG,100.000,1444,0,0,95554,96997,1,1444,0.0,2667
GCF_012367695.2_ASM1236769v1_genomic,NZ_JAAEWL010000006.1,amsL,100.000,1178,0,0,110183,111360,1,1178,0.0,2176
GCA_019967115.1_ASM1996711v1_genomic,JAIMFX010000006.1,amsG,100.000,1444,0,0,95612,97055,1,1444,0.0,2667
GCA_019967115.1_ASM1996711v1_genomic,JAIMFX010000006.1,amsL,100.000,1178,0,0,110241,111418,1,1178,0.0,2176
GCA_012980765.1_ASM1298076v1_genomic,CP050240.1,amsG,100.000,1444,0,0,1473074,1474517,1,1444,0.0,2667
GCA_012980765.1_ASM1298076v1_genomic,CP050240.1,amsL,100.000,1178,0,0,1487703,1488880,1,1178,0.0,2176
GCF_000367605.1_ASM36760v2_genomic,NZ_CAPA01000008.1,amsG,100.000,1444,0,0,1040657,1042100,1444,1,0.0,2667
GCF_000367605.1_ASM36760v2_genomic,NZ_CAPA01000008.1,amsL,100.000,1178,0,0,1026294,1027471,1178,1,0.0,2176
GCF_022811485.1_ASM2281148v1_genomic,NZ_CP063805.1,amsG,100.000,1444,0,0,571429,572872,1,1444,0.0,2667
GCF_022811485.1_ASM2281148v1_genomic,NZ_CP063805.1,amsL,99.915,1178,1,0,586058,587235,1,1178,0.0,2170
GCF_025987825.1_ASM2598782v1_genomic,NZ_CP104025.1,amsG,100.000,1444,0,0,1469831,1471274,1,1444,0.0,2667
GCF_025987825.1_ASM2598782v1_genomic,NZ_CP104025.1,amsL,100.000,1178,0,0,1484460,1485637,1,1178,0.0,2176
GCF_012367655.1_ASM1236765v1_genomic,NZ_JAAEWH010000037.1,amsG,99.931,1444,1,0,22194,23637,1444,1,0.0,2662
GCF_012367655.1_ASM1236765v1_genomic,NZ_JAAEWH010000037.1,amsL,99.915,1178,1,0,7831,9008,1178,1,0.0,2170
GCF_002732445.1_ASM273244v1_genomic,NZ_NQJU01000032.1,amsG,100.000,1444,0,0,1367582,1369025,1444,1,0.0,2667
GCF_002732445.1_ASM273244v1_genomic,NZ_NQJU01000032.1,amsL,100.000,1178,0,0,1353219,1354396,1178,1,0.0,2176
GCF_012367265.1_ASM1236726v1_genomic,NZ_JAAEVL010000005.1,amsG,100.000,1444,0,0,95546,96989,1,1444,0.0,2667
GCF_012367265.1_ASM1236726v1_genomic,NZ_JAAEVL010000005.1,amsL,99.576,1178,5,0,110175,111352,1,1178,0.0,2148
GCF_019967075.1_ASM1996707v1_genomic,NZ_JAIMFV010000005.1,amsG,100.000,1444,0,0,130732,132175,1444,1,0.0,2667
GCF_019967075.1_ASM1996707v1_genomic,NZ_JAIMFV010000005.1,amsL,100.000,1178,0,0,116369,117546,1178,1,0.0,2176
GCF_023184005.1_ASM2318400v1_genomic,NZ_JAJTMA010000001.1,amsG,100.000,1444,0,0,1369470,1370913,1444,1,0.0,2667
GCF_023184005.1_ASM2318400v1_genomic,NZ_JAJTMA010000001.1,amsL,100.000,1178,0,0,1355107,1356284,1178,1,0.0,2176
GCF_023183635.1_ASM2318363v1_genomic,NZ_JAJTLD010000001.1,amsG,100.000,1444,0,0,95632,97075,1,1444,0.0,2667
GCF_023183635.1_ASM2318363v1_genomic,NZ_JAJTLD010000001.1,amsL,100.000,1178,0,0,110261,111438,1,1178,0.0,2176
GCF_023184435.1_ASM2318443v1_genomic,NZ_JAJTJR010000001.1,amsG,100.000,1444,0,0,1368115,1369558,1444,1,0.0,2667
GCF_023184435.1_ASM2318443v1_genomic,NZ_JAJTJR010000001.1,amsL,100.000,1178,0,0,1353752,1354929,1178,1,0.0,2176
GCF_012368155.1_ASM1236815v1_genomic,NZ_JAAEXO010000001.1,amsG,100.000,1444,0,0,243592,245035,1,1444,0.0,2667
GCF_012368155.1_ASM1236815v1_genomic,NZ_JAAEXO010000001.1,amsL,100.000,1178,0,0,258221,259398,1,1178,0.0,2176
GCA_023183795.1_ASM2318379v1_genomic,JAJTLQ010000001.1,amsG,100.000,1444,0,0,1368102,1369545,1444,1,0.0,2667
GCA_023183795.1_ASM2318379v1_genomic,JAJTLQ010000001.1,amsL,100.000,1178,0,0,1353739,1354916,1178,1,0.0,2176
GCF_020546585.1_ASM2054658v1_genomic,NZ_CP063688.1,amsG,100.000,1444,0,0,1679123,1680566,1,1444,0.0,2667
GCF_020546585.1_ASM2054658v1_genomic,NZ_CP063688.1,amsL,99.915,1178,1,0,1693752,1694929,1,1178,0.0,2170
GCF_023183085.1_ASM2318308v1_genomic,NZ_JAJTKE010000001.1,amsG,100.000,1444,0,0,1367896,1369339,1444,1,0.0,2667
GCF_023183085.1_ASM2318308v1_genomic,NZ_JAJTKE010000001.1,amsL,100.000,1178,0,0,1353533,1354710,1178,1,0.0,2176
GCF_023184285.1_ASM2318428v1_genomic,NZ_JAJTML010000001.1,amsG,100.000,1444,0,0,1369180,1370623,1444,1,0.0,2667
GCF_023184285.1_ASM2318428v1_genomic,NZ_JAJTML010000001.1,amsL,100.000,1178,0,0,1354817,1355994,1178,1,0.0,2176
GCF_012367415.1_ASM1236741v1_genomic,NZ_JAAEVS010000014.1,amsG,98.476,1444,22,0,47913,49356,1444,1,0.0,2545
GCF_012367415.1_ASM1236741v1_genomic,NZ_JAAEVS010000014.1,amsL,99.745,1176,3,0,33553,34728,1176,1,0.0,2156
GCF_012371915.1_ASM1237191v1_genomic,NZ_JAAEWV010000002.1,amsG,100.000,1444,0,0,128460,129903,1444,1,0.0,2667
GCF_012371915.1_ASM1237191v1_genomic,NZ_JAAEWV010000002.1,amsL,100.000,1178,0,0,114097,115274,1178,1,0.0,2176
GCA_023184035.1_ASM2318403v1_genomic,JAJTLZ010000001.1,amsG,100.000,1444,0,0,1368906,1370349,1444,1,0.0,2667
GCA_023184035.1_ASM2318403v1_genomic,JAJTLZ010000001.1,amsL,100.000,1178,0,0,1354543,1355720,1178,1,0.0,2176
GCA_023183605.1_ASM2318360v1_genomic,JAJTLG010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCA_023183605.1_ASM2318360v1_genomic,JAJTLG010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_020882215.1_ASM2088221v1_genomic,NZ_CP063694.1,amsG,100.000,1444,0,0,1373425,1374868,1444,1,0.0,2667
GCF_020882215.1_ASM2088221v1_genomic,NZ_CP063694.1,amsL,99.915,1178,1,0,1359062,1360239,1178,1,0.0,2170
GCA_023182995.1_ASM2318299v1_genomic,JAJTKB010000001.1,amsG,100.000,1444,0,0,290825,292268,1,1444,0.0,2667
GCA_023182995.1_ASM2318299v1_genomic,JAJTKB010000001.1,amsL,100.000,1178,0,0,305454,306631,1,1178,0.0,2176
GCF_012367815.1_ASM1236781v1_genomic,NZ_JAAEWY010000042.1,amsG,100.000,1444,0,0,67932,69375,1,1444,0.0,2667
GCF_012367815.1_ASM1236781v1_genomic,NZ_JAAEWY010000042.1,amsL,100.000,1178,0,0,82561,83738,1,1178,0.0,2176
GCF_023183115.1_ASM2318311v1_genomic,NZ_JAJTKI010000001.1,amsG,100.000,1444,0,0,1369180,1370623,1444,1,0.0,2667
GCF_023183115.1_ASM2318311v1_genomic,NZ_JAJTKI010000001.1,amsL,100.000,1178,0,0,1354817,1355994,1178,1,0.0,2176
GCA_023612655.1_ASM2361265v1_genomic,CP076589.1,amsG,99.931,1444,1,0,2420329,2421772,1444,1,0.0,2662
GCA_023612655.1_ASM2361265v1_genomic,CP076589.1,amsL,100.000,1178,0,0,2405966,2407143,1178,1,0.0,2176
GCF_012371885.1_ASM1237188v1_genomic,NZ_JAAEWU010000002.1,amsG,99.931,1444,1,0,264412,265855,1444,1,0.0,2662
GCF_012371885.1_ASM1237188v1_genomic,NZ_JAAEWU010000002.1,amsL,99.576,1178,5,0,250049,251226,1178,1,0.0,2148
GCF_012367585.1_ASM1236758v1_genomic,NZ_JAAEWG010000004.1,amsG,98.407,1444,23,0,242747,244190,1,1444,0.0,2540
GCF_012367585.1_ASM1236758v1_genomic,NZ_JAAEWG010000004.1,amsL,99.745,1176,3,0,257375,258550,1,1176,0.0,2156
GCF_012367705.1_ASM1236770v1_genomic,NZ_JAAEWN010000016.1,amsG,100.000,1444,0,0,128525,129968,1444,1,0.0,2667
GCF_012367705.1_ASM1236770v1_genomic,NZ_JAAEWN010000016.1,amsL,100.000,1178,0,0,114162,115339,1178,1,0.0,2176
GCF_002732315.1_ASM273231v1_genomic,NZ_NQKB01000031.1,amsG,100.000,1444,0,0,57347,58790,1444,1,0.0,2667
GCF_002732315.1_ASM273231v1_genomic,NZ_NQKB01000031.1,amsL,100.000,1178,0,0,42984,44161,1178,1,0.0,2176
GCF_023184195.1_ASM2318419v1_genomic,NZ_JAJTMI010000001.1,amsG,100.000,1444,0,0,1368721,1370164,1444,1,0.0,2667
GCF_023184195.1_ASM2318419v1_genomic,NZ_JAJTMI010000001.1,amsL,100.000,1178,0,0,1354358,1355535,1178,1,0.0,2176
GCF_000513355.1_EA_LA637_genomic,NZ_CBVU010000006.1,amsG,100.000,1444,0,0,1368725,1370168,1444,1,0.0,2667
GCF_000513355.1_EA_LA637_genomic,NZ_CBVU010000006.1,amsL,99.915,1178,1,0,1354362,1355539,1178,1,0.0,2170
GCF_012371795.1_ASM1237179v1_genomic,NZ_JAAEWJ010000011.1,amsG,100.000,1444,0,0,95555,96998,1,1444,0.0,2667
GCF_012371795.1_ASM1237179v1_genomic,NZ_JAAEWJ010000011.1,amsL,100.000,1178,0,0,110184,111361,1,1178,0.0,2176
GCA_000367545.2_ASM36754v2_genomic,CAOX01000007.1,amsG,100.000,1444,0,0,1369105,1370548,1444,1,0.0,2667
GCA_000367545.2_ASM36754v2_genomic,CAOX01000007.1,amsL,100.000,1178,0,0,1354741,1355918,1178,1,0.0,2176
GCA_023183915.1_ASM2318391v1_genomic,JAJTLW010000001.1,amsG,100.000,1444,0,0,1369524,1370967,1444,1,0.0,2667
GCA_023183915.1_ASM2318391v1_genomic,JAJTLW010000001.1,amsL,100.000,1178,0,0,1355161,1356338,1178,1,0.0,2176
GCA_017161545.1_ASM1716154v1_genomic,CP066794.1,amsG,100.000,1444,0,0,2297605,2299048,1444,1,0.0,2667
GCA_017161545.1_ASM1716154v1_genomic,CP066794.1,amsL,100.000,1178,0,0,2283242,2284419,1178,1,0.0,2176
GCF_023183375.1_ASM2318337v1_genomic,NZ_JAJTKT010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCF_023183375.1_ASM2318337v1_genomic,NZ_JAJTKT010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_002732425.1_ASM273242v1_genomic,NZ_NQJT01000011.1,amsG,100.000,1444,0,0,1367801,1369244,1444,1,0.0,2667
GCF_002732425.1_ASM273242v1_genomic,NZ_NQJT01000011.1,amsL,100.000,1178,0,0,1353438,1354615,1178,1,0.0,2176
GCF_012371775.1_ASM1237177v1_genomic,NZ_JAAEWD010000012.1,amsG,99.931,1444,1,0,264448,265891,1444,1,0.0,2662
GCF_012371775.1_ASM1237177v1_genomic,NZ_JAAEWD010000012.1,amsL,99.915,1178,1,0,250085,251262,1178,1,0.0,2170
GCF_023612715.1_ASM2361271v1_genomic,NZ_CP076592.1,amsG,99.931,1444,1,0,349447,350890,1444,1,0.0,2662
GCF_023612715.1_ASM2361271v1_genomic,NZ_CP076592.1,amsL,100.000,1178,0,0,335084,336261,1178,1,0.0,2176
GCA_023184255.1_ASM2318425v1_genomic,JAJTMM010000001.1,amsG,100.000,1444,0,0,1368092,1369535,1444,1,0.0,2667
GCA_023184255.1_ASM2318425v1_genomic,JAJTMM010000001.1,amsL,100.000,1178,0,0,1353729,1354906,1178,1,0.0,2176
GCA_023182975.1_ASM2318297v1_genomic,JAJTKC010000001.1,amsG,100.000,1444,0,0,95633,97076,1,1444,0.0,2667
GCA_023182975.1_ASM2318297v1_genomic,JAJTKC010000001.1,amsL,100.000,1178,0,0,110262,111439,1,1178,0.0,2176
GCF_023183855.1_ASM2318385v1_genomic,NZ_JAJTLS010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCF_023183855.1_ASM2318385v1_genomic,NZ_JAJTLS010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_012367155.1_ASM1236715v1_genomic,NZ_JAAEVC010000029.1,amsG,100.000,1444,0,0,95556,96999,1,1444,0.0,2667
GCF_012367155.1_ASM1236715v1_genomic,NZ_JAAEVC010000029.1,amsL,100.000,1178,0,0,110185,111362,1,1178,0.0,2176
GCF_012371865.1_ASM1237186v1_genomic,NZ_JAAEWR010000008.1,amsG,100.000,1444,0,0,95555,96998,1,1444,0.0,2667
GCF_012371865.1_ASM1237186v1_genomic,NZ_JAAEWR010000008.1,amsL,100.000,1178,0,0,110184,111361,1,1178,0.0,2176
GCF_000027205.1_ASM2720v1_genomic,NC_013971.1,amsG,100.000,1444,0,0,2332287,2333730,1444,1,0.0,2667
GCF_000027205.1_ASM2720v1_genomic,NC_013971.1,amsL,100.000,1178,0,0,2317924,2319101,1178,1,0.0,2176
GCA_023184145.1_ASM2318414v1_genomic,JAJTMD010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCA_023184145.1_ASM2318414v1_genomic,JAJTMD010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCA_023183775.1_ASM2318377v1_genomic,JAJTLN010000001.1,amsG,100.000,1444,0,0,290725,292168,1,1444,0.0,2667
GCA_023183775.1_ASM2318377v1_genomic,JAJTLN010000001.1,amsL,100.000,1178,0,0,305354,306531,1,1178,0.0,2176
GCA_000513395.1_EA_LA636_genomic,CBVT010000006.1,amsG,100.000,1444,0,0,1368718,1370161,1444,1,0.0,2667
GCA_000513395.1_EA_LA636_genomic,CBVT010000006.1,amsL,99.915,1178,1,0,1354355,1355532,1178,1,0.0,2170
GCF_027557715.1_ASM2755771v1_genomic,NZ_CP077850.1,amsG,99.931,1444,1,0,1678440,1679883,1,1444,0.0,2662
GCF_027557715.1_ASM2755771v1_genomic,NZ_CP077850.1,amsL,100.000,1178,0,0,1693069,1694246,1,1178,0.0,2176
GCA_028623185.1_ASM2862318v1_genomic,CP117554.1,amsG,100.000,1444,0,0,2297442,2298885,1444,1,0.0,2667
GCA_028623185.1_ASM2862318v1_genomic,CP117554.1,amsL,100.000,1178,0,0,2283079,2284256,1178,1,0.0,2176
GCF_012371465.1_ASM1237146v1_genomic,NZ_JAAEUM010000008.1,amsG,100.000,1444,0,0,243620,245063,1,1444,0.0,2667
GCF_012371465.1_ASM1237146v1_genomic,NZ_JAAEUM010000008.1,amsL,100.000,1178,0,0,258249,259426,1,1178,0.0,2176
GCF_023183455.1_ASM2318345v1_genomic,NZ_JAJTKV010000001.1,amsG,100.000,1444,0,0,1369125,1370568,1444,1,0.0,2667
GCF_023183455.1_ASM2318345v1_genomic,NZ_JAJTKV010000001.1,amsL,100.000,1178,0,0,1354762,1355939,1178,1,0.0,2176
GCF_025987805.1_ASM2598780v1_genomic,NZ_CP104022.1,amsG,100.000,1444,0,0,1469828,1471271,1,1444,0.0,2667
GCF_025987805.1_ASM2598780v1_genomic,NZ_CP104022.1,amsL,100.000,1178,0,0,1484457,1485634,1,1178,0.0,2176
GCF_012367675.1_ASM1236767v1_genomic,NZ_JAAEWK010000019.1,amsG,100.000,1444,0,0,22212,23655,1444,1,0.0,2667
GCF_012367675.1_ASM1236767v1_genomic,NZ_JAAEWK010000019.1,amsL,100.000,1178,0,0,7849,9026,1178,1,0.0,2176
GCF_016446415.2_ASM1644641v2_genomic,NZ_CP055227.2,amsG,100.000,1444,0,0,1469902,1471345,1,1444,0.0,2667
GCF_016446415.2_ASM1644641v2_genomic,NZ_CP055227.2,amsL,100.000,1178,0,0,1484531,1485708,1,1178,0.0,2176
GCF_023182945.1_ASM2318294v1_genomic,NZ_JAJTJZ010000001.1,amsG,100.000,1444,0,0,1368136,1369579,1444,1,0.0,2667
GCF_023182945.1_ASM2318294v1_genomic,NZ_JAJTJZ010000001.1,amsL,100.000,1178,0,0,1353773,1354950,1178,1,0.0,2176
GCA_023183535.1_ASM2318353v1_genomic,JAJTKY010000001.1,amsG,100.000,1444,0,0,1368013,1369456,1444,1,0.0,2667
GCA_023183535.1_ASM2318353v1_genomic,JAJTKY010000001.1,amsL,100.000,1178,0,0,1353650,1354827,1178,1,0.0,2176
GCA_012980785.1_ASM1298078v1_genomic,CP050258.1,amsG,100.000,1444,0,0,1473547,1474990,1,1444,0.0,2667
GCA_012980785.1_ASM1298078v1_genomic,CP050258.1,amsL,100.000,1178,0,0,1488176,1489353,1,1178,0.0,2176
GCF_012368175.1_ASM1236817v1_genomic,NZ_JAAEXN010000013.1,amsG,100.000,1444,0,0,128383,129826,1444,1,0.0,2667
GCF_012368175.1_ASM1236817v1_genomic,NZ_JAAEXN010000013.1,amsL,100.000,1178,0,0,114020,115197,1178,1,0.0,2176
GCF_019967055.1_ASM1996705v1_genomic,NZ_JAIMFY010000003.1,amsG,100.000,1444,0,0,240366,241809,1,1444,0.0,2667
GCF_019967055.1_ASM1996705v1_genomic,NZ_JAIMFY010000003.1,amsL,100.000,1178,0,0,254995,256172,1,1178,0.0,2176
GCA_004023365.1_ASM402336v1_genomic,RQKG01000006.1,amsG,100.000,1444,0,0,130740,132183,1444,1,0.0,2667
GCA_004023365.1_ASM402336v1_genomic,RQKG01000006.1,amsL,100.000,1178,0,0,116377,117554,1178,1,0.0,2176
GCF_002732135.1_ASM273213v1_genomic,NZ_NQJK01000004.1,amsG,100.000,1444,0,0,443826,445269,1,1444,0.0,2667
GCF_002732135.1_ASM273213v1_genomic,NZ_NQJK01000004.1,amsL,100.000,1178,0,0,458453,459630,1,1178,0.0,2176
GCF_023184415.1_ASM2318441v1_genomic,NZ_JAJTMT010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCF_023184415.1_ASM2318441v1_genomic,NZ_JAJTMT010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_023183225.1_ASM2318322v1_genomic,NZ_JAJTKM010000001.1,amsG,100.000,1444,0,0,1368666,1370109,1444,1,0.0,2667
GCF_023183225.1_ASM2318322v1_genomic,NZ_JAJTKM010000001.1,amsL,100.000,1178,0,0,1354303,1355480,1178,1,0.0,2176
GCF_023183905.1_ASM2318390v1_genomic,NZ_JAJTLV010000001.1,amsG,100.000,1444,0,0,1369256,1370699,1444,1,0.0,2667
GCF_023183905.1_ASM2318390v1_genomic,NZ_JAJTLV010000001.1,amsL,100.000,1178,0,0,1354893,1356070,1178,1,0.0,2176
GCF_023183495.1_ASM2318349v1_genomic,NZ_JAJTLA010000001.1,amsG,100.000,1444,0,0,1369307,1370750,1444,1,0.0,2667
GCF_023183495.1_ASM2318349v1_genomic,NZ_JAJTLA010000001.1,amsL,100.000,1178,0,0,1354944,1356121,1178,1,0.0,2176
GCF_002803865.1_ASM280386v1_genomic,NZ_CP024970.1,amsG,100.000,1444,0,0,2331552,2332995,1444,1,0.0,2667
GCF_002803865.1_ASM280386v1_genomic,NZ_CP024970.1,amsL,100.000,1178,0,0,2317189,2318366,1178,1,0.0,2176
GCA_023183385.1_ASM2318338v1_genomic,JAJTKW010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCA_023183385.1_ASM2318338v1_genomic,JAJTKW010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_020544325.1_ASM2054432v1_genomic,NZ_CP063697.1,amsG,100.000,1444,0,0,2259311,2260754,1444,1,0.0,2667
GCF_020544325.1_ASM2054432v1_genomic,NZ_CP063697.1,amsL,99.915,1178,1,0,2244948,2246125,1178,1,0.0,2170
GCF_000091565.1_ASM9156v1_genomic,NC_013961.1,amsG,100.000,1444,0,0,2294760,2296203,1444,1,0.0,2667
GCF_000091565.1_ASM9156v1_genomic,NC_013961.1,amsL,100.000,1178,0,0,2280397,2281574,1178,1,0.0,2176
GCF_023183895.1_ASM2318389v1_genomic,NZ_JAJTLT010000001.1,amsG,100.000,1444,0,0,1369239,1370682,1444,1,0.0,2667
GCF_023183895.1_ASM2318389v1_genomic,NZ_JAJTLT010000001.1,amsL,100.000,1178,0,0,1354876,1356053,1178,1,0.0,2176
GCF_012367195.1_ASM1236719v1_genomic,NZ_JAAEVI010000024.1,amsG,100.000,1444,0,0,95555,96998,1,1444,0.0,2667
GCF_012367195.1_ASM1236719v1_genomic,NZ_JAAEVI010000024.1,amsL,100.000,1178,0,0,110184,111361,1,1178,0.0,2176
GCF_023183135.1_ASM2318313v1_genomic,NZ_JAJTKG010000001.1,amsG,100.000,1444,0,0,1369326,1370769,1444,1,0.0,2667
GCF_023183135.1_ASM2318313v1_genomic,NZ_JAJTKG010000001.1,amsL,100.000,1178,0,0,1354963,1356140,1178,1,0.0,2176
GCA_023612675.1_ASM2361267v1_genomic,CP076590.1,amsG,99.931,1444,1,0,2072148,2073591,1444,1,0.0,2662
GCA_023612675.1_ASM2361267v1_genomic,CP076590.1,amsL,100.000,1178,0,0,2057785,2058962,1178,1,0.0,2176
GCF_023183505.1_ASM2318350v1_genomic,NZ_JAJTLB010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCF_023183505.1_ASM2318350v1_genomic,NZ_JAJTLB010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_023184335.1_ASM2318433v1_genomic,NZ_JAJTMP010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCF_023184335.1_ASM2318433v1_genomic,NZ_JAJTMP010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCA_023183215.1_ASM2318321v1_genomic,JAJTKL010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCA_023183215.1_ASM2318321v1_genomic,JAJTKL010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCF_003992295.1_ASM399229v1_genomic,NZ_MCFB01000001.1,amsG,100.000,1444,0,0,95661,97104,1,1444,0.0,2667
GCF_003992295.1_ASM399229v1_genomic,NZ_MCFB01000001.1,amsL,100.000,1178,0,0,110290,111467,1,1178,0.0,2176
GCA_000367645.1_ASM36764v1_genomic,CAPC01000010.1,amsG,100.000,1444,0,0,265479,266922,1444,1,0.0,2667
GCA_000367645.1_ASM36764v1_genomic,CAPC01000010.1,amsL,100.000,1178,0,0,251116,252293,1178,1,0.0,2176
GCF_012368265.1_ASM1236826v1_genomic,NZ_JAAEXU010000011.1,amsG,100.000,1444,0,0,240199,241642,1,1444,0.0,2667
GCF_012368265.1_ASM1236826v1_genomic,NZ_JAAEXU010000011.1,amsL,100.000,1178,0,0,254828,256005,1,1178,0.0,2176
GCA_019967065.1_ASM1996706v1_genomic,JAIMFW010000004.1,amsG,100.000,1444,0,0,57297,58740,1444,1,0.0,2667
GCA_019967065.1_ASM1996706v1_genomic,JAIMFW010000004.1,amsL,100.000,1178,0,0,42934,44111,1178,1,0.0,2176
GCA_023184295.1_ASM2318429v1_genomic,JAJTMO010000001.1,amsG,100.000,1444,0,0,248333,249776,1,1444,0.0,2667
GCA_023184295.1_ASM2318429v1_genomic,JAJTMO010000001.1,amsL,100.000,1178,0,0,262962,264139,1,1178,0.0,2176
GCA_017161565.1_ASM1716156v1_genomic,CP066796.1,amsG,100.000,1444,0,0,2298008,2299451,1444,1,0.0,2667
