Filename,Query,Subject,Identity,Alignment_length,Mismatches,Gap_opens,Query_start,Query_end,Subject_start,Subject_end,E-value,Bit_score
GCF_023183475.1_ASM2318347v1_genomic,NZ_JAJTKZ010000003.1,bcsE,100.000,1458,0,0,205604,207061,1,1458,0.0,2693
GCF_023183475.1_ASM2318347v1_genomic,NZ_JAJTKZ010000003.1,bcsO,100.000,531,0,0,218038,218568,531,1,0.0,981
GCA_023184165.1_ASM2318416v1_genomic,JAJTMF010000003.1,bcsE,100.000,1458,0,0,233749,235206,1,1458,0.0,2693
GCA_023184165.1_ASM2318416v1_genomic,JAJTMF010000003.1,bcsO,100.000,531,0,0,246183,246713,531,1,0.0,981
GCA_023183755.1_ASM2318375v1_genomic,JAJTLK010000003.1,bcsE,100.000,1458,0,0,151763,153220,1458,1,0.0,2693
GCA_023183755.1_ASM2318375v1_genomic,JAJTLK010000003.1,bcsO,100.000,531,0,0,140256,140786,1,531,0.0,981
GCF_002732205.1_ASM273220v1_genomic,NZ_NQJO01000001.1,bcsE,100.000,1458,0,0,111256,112713,1458,1,0.0,2693
GCF_002732205.1_ASM273220v1_genomic,NZ_NQJO01000001.1,bcsO,100.000,531,0,0,99749,100279,1,531,0.0,981
GCF_012368315.1_ASM1236831v1_genomic,NZ_JAAEXW010000003.1,bcsE,100.000,1458,0,0,151489,152946,1458,1,0.0,2693
GCF_012368315.1_ASM1236831v1_genomic,NZ_JAAEXW010000003.1,bcsO,100.000,531,0,0,139982,140512,1,531,0.0,981
GCF_012367695.2_ASM1236769v1_genomic,NZ_JAAEWL010000001.1,bcsE,100.000,1458,0,0,151517,152974,1458,1,0.0,2693
GCF_012367695.2_ASM1236769v1_genomic,NZ_JAAEWL010000001.1,bcsO,100.000,531,0,0,140010,140540,1,531,0.0,981
GCA_019967115.1_ASM1996711v1_genomic,JAIMFX010000002.1,bcsE,100.000,1458,0,0,151621,153078,1458,1,0.0,2693
GCA_019967115.1_ASM1996711v1_genomic,JAIMFX010000002.1,bcsO,100.000,531,0,0,140114,140644,1,531,0.0,981
GCA_012980765.1_ASM1298076v1_genomic,CP050240.1,bcsE,100.000,1458,0,0,3691350,3692807,1,1458,0.0,2693
GCA_012980765.1_ASM1298076v1_genomic,CP050240.1,bcsO,100.000,531,0,0,3703784,3704314,531,1,0.0,981
GCF_000367605.1_ASM36760v2_genomic,NZ_CAPA01000011.1,bcsE,100.000,1458,0,0,175465,176922,1,1458,0.0,2693
GCF_000367605.1_ASM36760v2_genomic,NZ_CAPA01000011.1,bcsO,100.000,531,0,0,187899,188429,531,1,0.0,981
GCF_022811485.1_ASM2281148v1_genomic,NZ_CP063805.1,bcsE,100.000,1458,0,0,2975517,2976974,1458,1,0.0,2693
GCF_022811485.1_ASM2281148v1_genomic,NZ_CP063805.1,bcsO,99.812,531,1,0,2964010,2964540,1,531,0.0,976
GCF_025987825.1_ASM2598782v1_genomic,NZ_CP104025.1,bcsE,100.000,1458,0,0,3688218,3689675,1,1458,0.0,2693
GCF_025987825.1_ASM2598782v1_genomic,NZ_CP104025.1,bcsO,100.000,531,0,0,3700652,3701182,531,1,0.0,981
GCF_012367655.1_ASM1236765v1_genomic,NZ_JAAEWH010000011.1,bcsE,99.863,1458,2,0,26341,27798,1458,1,0.0,2682
GCF_012367655.1_ASM1236765v1_genomic,NZ_JAAEWH010000011.1,bcsO,99.058,531,5,0,14834,15364,1,531,0.0,953
GCF_002732445.1_ASM273244v1_genomic,NZ_NQJU01000081.1,bcsE,100.000,1458,0,0,233761,235218,1,1458,0.0,2693
GCF_002732445.1_ASM273244v1_genomic,NZ_NQJU01000081.1,bcsO,99.812,531,1,0,246195,246725,531,1,0.0,976
GCF_012367265.1_ASM1236726v1_genomic,NZ_JAAEVL010000009.1,bcsE,100.000,1458,0,0,151517,152974,1458,1,0.0,2693
GCF_012367265.1_ASM1236726v1_genomic,NZ_JAAEVL010000009.1,bcsO,100.000,531,0,0,140010,140540,1,531,0.0,981
GCF_019967075.1_ASM1996707v1_genomic,NZ_JAIMFV010000002.1,bcsE,100.000,1458,0,0,151639,153096,1458,1,0.0,2693
GCF_019967075.1_ASM1996707v1_genomic,NZ_JAIMFV010000002.1,bcsO,100.000,531,0,0,140132,140662,1,531,0.0,981
GCF_023184005.1_ASM2318400v1_genomic,NZ_JAJTMA010000003.1,bcsE,100.000,1458,0,0,151705,153162,1458,1,0.0,2693
GCF_023184005.1_ASM2318400v1_genomic,NZ_JAJTMA010000003.1,bcsO,100.000,531,0,0,140198,140728,1,531,0.0,981
GCF_023183635.1_ASM2318363v1_genomic,NZ_JAJTLD010000003.1,bcsE,100.000,1458,0,0,151596,153053,1458,1,0.0,2693
GCF_023183635.1_ASM2318363v1_genomic,NZ_JAJTLD010000003.1,bcsO,100.000,531,0,0,140089,140619,1,531,0.0,981
GCF_023184435.1_ASM2318443v1_genomic,NZ_JAJTJR010000003.1,bcsE,100.000,1458,0,0,234846,236303,1,1458,0.0,2693
GCF_023184435.1_ASM2318443v1_genomic,NZ_JAJTJR010000003.1,bcsO,100.000,531,0,0,247280,247810,531,1,0.0,981
GCF_012368155.1_ASM1236815v1_genomic,NZ_JAAEXO010000008.1,bcsE,100.000,1458,0,0,151524,152981,1458,1,0.0,2693
GCF_012368155.1_ASM1236815v1_genomic,NZ_JAAEXO010000008.1,bcsO,99.812,531,1,0,140017,140547,1,531,0.0,976
GCA_023183795.1_ASM2318379v1_genomic,JAJTLQ010000003.1,bcsE,100.000,1458,0,0,233910,235367,1,1458,0.0,2693
GCA_023183795.1_ASM2318379v1_genomic,JAJTLQ010000003.1,bcsO,100.000,531,0,0,246344,246874,531,1,0.0,981
GCF_020546585.1_ASM2054658v1_genomic,NZ_CP063688.1,bcsE,100.000,1458,0,0,203678,205135,1458,1,0.0,2693
GCF_020546585.1_ASM2054658v1_genomic,NZ_CP063688.1,bcsO,99.812,531,1,0,192171,192701,1,531,0.0,976
GCF_023183085.1_ASM2318308v1_genomic,NZ_JAJTKE010000003.1,bcsE,100.000,1458,0,0,233833,235290,1,1458,0.0,2693
GCF_023183085.1_ASM2318308v1_genomic,NZ_JAJTKE010000003.1,bcsO,100.000,531,0,0,246267,246797,531,1,0.0,981
GCF_023184285.1_ASM2318428v1_genomic,NZ_JAJTML010000003.1,bcsE,100.000,1458,0,0,151736,153193,1458,1,0.0,2693
GCF_023184285.1_ASM2318428v1_genomic,NZ_JAJTML010000003.1,bcsO,100.000,531,0,0,140229,140759,1,531,0.0,981
GCF_012367415.1_ASM1236741v1_genomic,NZ_JAAEVS010000016.1,bcsE,98.971,1458,15,0,95566,97023,1,1458,0.0,2610
GCF_012367415.1_ASM1236741v1_genomic,NZ_JAAEVS010000016.1,bcsO,98.682,531,7,0,108012,108542,531,1,0.0,942
GCF_012371915.1_ASM1237191v1_genomic,NZ_JAAEWV010000003.1,bcsE,100.000,1458,0,0,205817,207274,1,1458,0.0,2693
GCF_012371915.1_ASM1237191v1_genomic,NZ_JAAEWV010000003.1,bcsO,100.000,531,0,0,218251,218781,531,1,0.0,981
GCA_023184035.1_ASM2318403v1_genomic,JAJTLZ010000003.1,bcsE,100.000,1458,0,0,233839,235296,1,1458,0.0,2693
GCA_023184035.1_ASM2318403v1_genomic,JAJTLZ010000003.1,bcsO,100.000,531,0,0,246273,246803,531,1,0.0,981
GCA_023183605.1_ASM2318360v1_genomic,JAJTLG010000003.1,bcsE,100.000,1458,0,0,233909,235366,1,1458,0.0,2693
GCA_023183605.1_ASM2318360v1_genomic,JAJTLG010000003.1,bcsO,100.000,531,0,0,246343,246873,531,1,0.0,981
GCF_020882215.1_ASM2088221v1_genomic,NZ_CP063694.1,bcsE,100.000,1458,0,0,2850199,2851656,1,1458,0.0,2693
GCF_020882215.1_ASM2088221v1_genomic,NZ_CP063694.1,bcsO,99.812,531,1,0,2862633,2863163,531,1,0.0,976
GCA_023182995.1_ASM2318299v1_genomic,JAJTKB010000003.1,bcsE,100.000,1458,0,0,152171,153628,1458,1,0.0,2693
GCA_023182995.1_ASM2318299v1_genomic,JAJTKB010000003.1,bcsO,100.000,531,0,0,140664,141194,1,531,0.0,981
GCF_012367815.1_ASM1236781v1_genomic,NZ_JAAEWY010000010.1,bcsE,100.000,1458,0,0,205831,207288,1,1458,0.0,2693
GCF_012367815.1_ASM1236781v1_genomic,NZ_JAAEWY010000010.1,bcsO,99.812,531,1,0,218265,218795,531,1,0.0,976
GCF_023183115.1_ASM2318311v1_genomic,NZ_JAJTKI010000003.1,bcsE,100.000,1458,0,0,151652,153109,1458,1,0.0,2693
GCF_023183115.1_ASM2318311v1_genomic,NZ_JAJTKI010000003.1,bcsO,100.000,531,0,0,140145,140675,1,531,0.0,981
GCA_023612655.1_ASM2361265v1_genomic,CP076589.1,bcsE,100.000,1458,0,0,202042,203499,1458,1,0.0,2693
GCA_023612655.1_ASM2361265v1_genomic,CP076589.1,bcsO,100.000,531,0,0,190535,191065,1,531,0.0,981
GCF_012371885.1_ASM1237188v1_genomic,NZ_JAAEWU010000010.1,bcsE,99.863,1458,2,0,205738,207195,1,1458,0.0,2682
GCF_012371885.1_ASM1237188v1_genomic,NZ_JAAEWU010000010.1,bcsO,99.812,531,1,0,218172,218702,531,1,0.0,976
GCF_012367585.1_ASM1236758v1_genomic,NZ_JAAEWG010000009.1,bcsE,98.903,1458,16,0,201134,202591,1,1458,0.0,2604
GCF_012367585.1_ASM1236758v1_genomic,NZ_JAAEWG010000009.1,bcsO,98.682,531,7,0,213580,214110,531,1,0.0,942
GCF_012367705.1_ASM1236770v1_genomic,NZ_JAAEWN010000018.1,bcsE,100.000,1458,0,0,205708,207165,1,1458,0.0,2693
GCF_012367705.1_ASM1236770v1_genomic,NZ_JAAEWN010000018.1,bcsO,100.000,531,0,0,218142,218672,531,1,0.0,981
GCF_002732315.1_ASM273231v1_genomic,NZ_NQKB01000021.1,bcsE,100.000,1458,0,0,233770,235227,1,1458,0.0,2693
GCF_002732315.1_ASM273231v1_genomic,NZ_NQKB01000021.1,bcsO,100.000,531,0,0,246204,246734,531,1,0.0,981
GCF_023184195.1_ASM2318419v1_genomic,NZ_JAJTMI010000003.1,bcsE,100.000,1458,0,0,151652,153109,1458,1,0.0,2693
GCF_023184195.1_ASM2318419v1_genomic,NZ_JAJTMI010000003.1,bcsO,100.000,531,0,0,140145,140675,1,531,0.0,981
GCF_000513355.1_EA_LA637_genomic,NZ_CBVU010000008.1,bcsE,100.000,1458,0,0,233714,235171,1,1458,0.0,2693
GCF_000513355.1_EA_LA637_genomic,NZ_CBVU010000008.1,bcsO,100.000,531,0,0,246148,246678,531,1,0.0,981
GCF_012371795.1_ASM1237179v1_genomic,NZ_JAAEWJ010000005.1,bcsE,100.000,1458,0,0,151487,152944,1458,1,0.0,2693
GCF_012371795.1_ASM1237179v1_genomic,NZ_JAAEWJ010000005.1,bcsO,100.000,531,0,0,139980,140510,1,531,0.0,981
GCA_000367545.2_ASM36754v2_genomic,CAOX01000014.1,bcsE,100.000,1458,0,0,233566,235023,1,1458,0.0,2693
GCA_000367545.2_ASM36754v2_genomic,CAOX01000014.1,bcsO,100.000,531,0,0,246000,246530,531,1,0.0,981
GCA_023183915.1_ASM2318391v1_genomic,JAJTLW010000003.1,bcsE,100.000,1458,0,0,151812,153269,1458,1,0.0,2693
GCA_023183915.1_ASM2318391v1_genomic,JAJTLW010000003.1,bcsO,100.000,531,0,0,140305,140835,1,531,0.0,981
GCA_017161545.1_ASM1716154v1_genomic,CP066794.1,bcsE,100.000,1458,0,0,79309,80766,1458,1,0.0,2693
GCA_017161545.1_ASM1716154v1_genomic,CP066794.1,bcsO,100.000,531,0,0,67802,68332,1,531,0.0,981
GCF_023183375.1_ASM2318337v1_genomic,NZ_JAJTKT010000003.1,bcsE,100.000,1458,0,0,233910,235367,1,1458,0.0,2693
GCF_023183375.1_ASM2318337v1_genomic,NZ_JAJTKT010000003.1,bcsO,100.000,531,0,0,246344,246874,531,1,0.0,981
GCF_002732425.1_ASM273242v1_genomic,NZ_NQJT01000010.1,bcsE,100.000,1458,0,0,233761,235218,1,1458,0.0,2693
GCF_002732425.1_ASM273242v1_genomic,NZ_NQJT01000010.1,bcsO,99.812,531,1,0,246196,246726,531,1,0.0,976
GCF_012371775.1_ASM1237177v1_genomic,NZ_JAAEWD010000007.1,bcsE,99.863,1458,2,0,151405,152862,1458,1,0.0,2682
GCF_012371775.1_ASM1237177v1_genomic,NZ_JAAEWD010000007.1,bcsO,99.058,531,5,0,139898,140428,1,531,0.0,953
GCF_023612715.1_ASM2361271v1_genomic,NZ_CP076592.1,bcsE,100.000,1458,0,0,1935229,1936686,1458,1,0.0,2693
GCF_023612715.1_ASM2361271v1_genomic,NZ_CP076592.1,bcsO,100.000,531,0,0,1923722,1924252,1,531,0.0,981
GCA_023184255.1_ASM2318425v1_genomic,JAJTMM010000003.1,bcsE,100.000,1458,0,0,233833,235290,1,1458,0.0,2693
GCA_023184255.1_ASM2318425v1_genomic,JAJTMM010000003.1,bcsO,100.000,531,0,0,246267,246797,531,1,0.0,981
GCA_023182975.1_ASM2318297v1_genomic,JAJTKC010000003.1,bcsE,100.000,1458,0,0,151812,153269,1458,1,0.0,2693
GCA_023182975.1_ASM2318297v1_genomic,JAJTKC010000003.1,bcsO,100.000,531,0,0,140305,140835,1,531,0.0,981
GCF_023183855.1_ASM2318385v1_genomic,NZ_JAJTLS010000003.1,bcsE,100.000,1458,0,0,233833,235290,1,1458,0.0,2693
GCF_023183855.1_ASM2318385v1_genomic,NZ_JAJTLS010000003.1,bcsO,100.000,531,0,0,246267,246797,531,1,0.0,981
GCF_012367155.1_ASM1236715v1_genomic,NZ_JAAEVC010000003.1,bcsE,100.000,1458,0,0,205708,207165,1,1458,0.0,2693
GCF_012367155.1_ASM1236715v1_genomic,NZ_JAAEVC010000003.1,bcsO,100.000,531,0,0,218142,218672,531,1,0.0,981
GCF_012371865.1_ASM1237186v1_genomic,NZ_JAAEWR010000017.1,bcsE,100.000,1458,0,0,151423,152880,1458,1,0.0,2693
GCF_012371865.1_ASM1237186v1_genomic,NZ_JAAEWR010000017.1,bcsO,100.000,531,0,0,139916,140446,1,531,0.0,981
GCF_000027205.1_ASM2720v1_genomic,NC_013971.1,bcsE,100.000,1458,0,0,3693589,3695046,1,1458,0.0,2693
GCF_000027205.1_ASM2720v1_genomic,NC_013971.1,bcsO,100.000,531,0,0,3706023,3706553,531,1,0.0,981
GCA_023184145.1_ASM2318414v1_genomic,JAJTMD010000003.1,bcsE,100.000,1458,0,0,151812,153269,1458,1,0.0,2693
GCA_023184145.1_ASM2318414v1_genomic,JAJTMD010000003.1,bcsO,100.000,531,0,0,140305,140835,1,531,0.0,981
GCA_023183775.1_ASM2318377v1_genomic,JAJTLN010000003.1,bcsE,100.000,1458,0,0,205604,207061,1,1458,0.0,2693
GCA_023183775.1_ASM2318377v1_genomic,JAJTLN010000003.1,bcsO,100.000,531,0,0,218038,218568,531,1,0.0,981
GCA_000513395.1_EA_LA636_genomic,CBVT010000008.1,bcsE,100.000,1458,0,0,233714,235171,1,1458,0.0,2693
GCA_000513395.1_EA_LA636_genomic,CBVT010000008.1,bcsO,100.000,531,0,0,246148,246678,531,1,0.0,981
GCF_027557715.1_ASM2755771v1_genomic,NZ_CP077850.1,bcsE,100.000,1458,0,0,92637,94094,1,1458,0.0,2693
GCF_027557715.1_ASM2755771v1_genomic,NZ_CP077850.1,bcsO,100.000,531,0,0,105071,105601,531,1,0.0,981
GCA_028623185.1_ASM2862318v1_genomic,CP117554.1,bcsE,100.000,1458,0,0,79309,80766,1458,1,0.0,2693
GCA_028623185.1_ASM2862318v1_genomic,CP117554.1,bcsO,100.000,531,0,0,67802,68332,1,531,0.0,981
GCF_012371465.1_ASM1237146v1_genomic,NZ_JAAEUM010000006.1,bcsE,100.000,1458,0,0,151524,152981,1458,1,0.0,2693
GCF_012371465.1_ASM1237146v1_genomic,NZ_JAAEUM010000006.1,bcsO,99.812,531,1,0,140017,140547,1,531,0.0,976
GCF_023183455.1_ASM2318345v1_genomic,NZ_JAJTKV010000003.1,bcsE,100.000,1458,0,0,151812,153269,1458,1,0.0,2693
GCF_023183455.1_ASM2318345v1_genomic,NZ_JAJTKV010000003.1,bcsO,100.000,531,0,0,140305,140835,1,531,0.0,981
GCF_025987805.1_ASM2598780v1_genomic,NZ_CP104022.1,bcsE,99.931,1458,1,0,3688362,3689819,1,1458,0.0,2687
GCF_025987805.1_ASM2598780v1_genomic,NZ_CP104022.1,bcsO,100.000,531,0,0,3700796,3701326,531,1,0.0,981
GCF_012367675.1_ASM1236767v1_genomic,NZ_JAAEWK010000012.1,bcsE,100.000,1458,0,0,47563,49020,1,1458,0.0,2693
GCF_012367675.1_ASM1236767v1_genomic,NZ_JAAEWK010000012.1,bcsO,100.000,531,0,0,59997,60527,531,1,0.0,981
GCF_016446415.2_ASM1644641v2_genomic,NZ_CP055227.2,bcsE,100.000,1458,0,0,3684236,3685693,1,1458,0.0,2693
GCF_016446415.2_ASM1644641v2_genomic,NZ_CP055227.2,bcsO,100.000,531,0,0,3696670,3697200,531,1,0.0,981
GCF_023182945.1_ASM2318294v1_genomic,NZ_JAJTJZ010000003.1,bcsE,100.000,1458,0,0,233910,235367,1,1458,0.0,2693
GCF_023182945.1_ASM2318294v1_genomic,NZ_JAJTJZ010000003.1,bcsO,100.000,531,0,0,246344,246874,531,1,0.0,981
GCA_023183535.1_ASM2318353v1_genomic,JAJTKY010000003.1,bcsE,100.000,1458,0,0,151812,153269,1458,1,0.0,2693
GCA_023183535.1_ASM2318353v1_genomic,JAJTKY010000003.1,bcsO,100.000,531,0,0,140305,140835,1,531,0.0,981
GCA_012980785.1_ASM1298078v1_genomic,CP050258.1,bcsE,100.000,1458,0,0,3691823,3693280,1,1458,0.0,2693
GCA_012980785.1_ASM1298078v1_genomic,CP050258.1,bcsO,100.000,531,0,0,3704257,3704787,531,1,0.0,981
GCF_012368175.1_ASM1236817v1_genomic,NZ_JAAEXN010000021.1,bcsE,100.000,1458,0,0,206099,207556,1,1458,0.0,2693
GCF_012368175.1_ASM1236817v1_genomic,NZ_JAAEXN010000021.1,bcsO,99.812,531,1,0,218533,219063,531,1,0.0,976
GCF_019967055.1_ASM1996705v1_genomic,NZ_JAIMFY010000002.1,bcsE,100.000,1458,0,0,205497,206954,1,1458,0.0,2693
GCF_019967055.1_ASM1996705v1_genomic,NZ_JAIMFY010000002.1,bcsO,100.000,531,0,0,217931,218461,531,1,0.0,981
GCA_004023365.1_ASM402336v1_genomic,RQKG01000003.1,bcsE,100.000,1458,0,0,152157,153614,1458,1,0.0,2693
GCA_004023365.1_ASM402336v1_genomic,RQKG01000003.1,bcsO,100.000,531,0,0,140650,141180,1,531,0.0,981
GCF_002732135.1_ASM273213v1_genomic,NZ_NQJK01000001.1,bcsE,99.931,1458,0,1,961890,963346,1,1458,0.0,2686
GCF_002732135.1_ASM273213v1_genomic,NZ_NQJK01000001.1,bcsO,100.000,531,0,0,974333,974863,531,1,0.0,981
GCF_023184415.1_ASM2318441v1_genomic,NZ_JAJTMT010000003.1,bcsE,100.000,1458,0,0,205604,207061,1,1458,0.0,2693
GCF_023184415.1_ASM2318441v1_genomic,NZ_JAJTMT010000003.1,bcsO,100.000,531,0,0,218038,218568,531,1,0.0,981
GCF_023183225.1_ASM2318322v1_genomic,NZ_JAJTKM010000003.1,bcsE,100.000,1458,0,0,233749,235206,1,1458,0.0,2693
GCF_023183225.1_ASM2318322v1_genomic,NZ_JAJTKM010000003.1,bcsO,100.000,531,0,0,246183,246713,531,1,0.0,981
GCF_023183905.1_ASM2318390v1_genomic,NZ_JAJTLV010000003.1,bcsE,100.000,1458,0,0,151802,153259,1458,1,0.0,2693
GCF_023183905.1_ASM2318390v1_genomic,NZ_JAJTLV010000003.1,bcsO,100.000,531,0,0,140295,140825,1,531,0.0,981
GCF_023183495.1_ASM2318349v1_genomic,NZ_JAJTLA010000003.1,bcsE,100.000,1458,0,0,233749,235206,1,1458,0.0,2693
GCF_023183495.1_ASM2318349v1_genomic,NZ_JAJTLA010000003.1,bcsO,100.000,531,0,0,246183,246713,531,1,0.0,981
GCF_002803865.1_ASM280386v1_genomic,NZ_CP024970.1,bcsE,100.000,1458,0,0,3694656,3696113,1,1458,0.0,2693
GCF_002803865.1_ASM280386v1_genomic,NZ_CP024970.1,bcsO,99.812,531,1,0,3707090,3707620,531,1,0.0,976
GCA_023183385.1_ASM2318338v1_genomic,JAJTKW010000003.1,bcsE,100.000,1458,0,0,151587,153044,1458,1,0.0,2693
GCA_023183385.1_ASM2318338v1_genomic,JAJTKW010000003.1,bcsO,100.000,531,0,0,140080,140610,1,531,0.0,981
GCF_020544325.1_ASM2054432v1_genomic,NZ_CP063697.1,bcsE,100.000,1458,0,0,3737965,3739422,1,1458,0.0,2693
GCF_020544325.1_ASM2054432v1_genomic,NZ_CP063697.1,bcsO,99.812,531,1,0,3750399,3750929,531,1,0.0,976
GCF_000091565.1_ASM9156v1_genomic,NC_013961.1,bcsE,100.000,1458,0,0,3693331,3694788,1,1458,0.0,2693
GCF_000091565.1_ASM9156v1_genomic,NC_013961.1,bcsO,100.000,531,0,0,3705765,3706295,531,1,0.0,981
GCF_023183895.1_ASM2318389v1_genomic,NZ_JAJTLT010000003.1,bcsE,100.000,1458,0,0,233749,235206,1,1458,0.0,2693
GCF_023183895.1_ASM2318389v1_genomic,NZ_JAJTLT010000003.1,bcsO,100.000,531,0,0,246183,246713,531,1,0.0,981
GCF_012367195.1_ASM1236719v1_genomic,NZ_JAAEVI010000015.1,bcsE,100.000,1458,0,0,151487,152944,1458,1,0.0,2693
GCF_012367195.1_ASM1236719v1_genomic,NZ_JAAEVI010000015.1,bcsO,100.000,531,0,0,139980,140510,1,531,0.0,981
GCF_023183135.1_ASM2318313v1_genomic,NZ_JAJTKG010000003.1,bcsE,100.000,1458,0,0,151587,153044,1458,1,0.0,2693
GCF_023183135.1_ASM2318313v1_genomic,NZ_JAJTKG010000003.1,bcsO,100.000,531,0,0,140080,140610,1,531,0.0,981
GCA_023612675.1_ASM2361267v1_genomic,CP076590.1,bcsE,100.000,1458,0,0,3657927,3659384,1458,1,0.0,2693
GCA_023612675.1_ASM2361267v1_genomic,CP076590.1,bcsO,100.000,531,0,0,3646420,3646950,1,531,0.0,981
GCF_023183505.1_ASM2318350v1_genomic,NZ_JAJTLB010000003.1,bcsE,100.000,1458,0,0,233833,235290,1,1458,0.0,2693
GCF_023183505.1_ASM2318350v1_genomic,NZ_JAJTLB010000003.1,bcsO,100.000,531,0,0,246267,246797,531,1,0.0,981
GCF_023184335.1_ASM2318433v1_genomic,NZ_JAJTMP010000003.1,bcsE,100.000,1458,0,0,234846,236303,1,1458,0.0,2693
GCF_023184335.1_ASM2318433v1_genomic,NZ_JAJTMP010000003.1,bcsO,100.000,531,0,0,247280,247810,531,1,0.0,981
GCA_023183215.1_ASM2318321v1_genomic,JAJTKL010000003.1,bcsE,100.000,1458,0,0,152263,153720,1458,1,0.0,2693
GCA_023183215.1_ASM2318321v1_genomic,JAJTKL010000003.1,bcsO,100.000,531,0,0,140756,141286,1,531,0.0,981
GCF_003992295.1_ASM399229v1_genomic,NZ_MCFB01000022.1,bcsE,100.000,1458,0,0,234297,235754,1,1458,0.0,2693
GCF_003992295.1_ASM399229v1_genomic,NZ_MCFB01000022.1,bcsO,100.000,531,0,0,246731,247261,531,1,0.0,981
GCA_000367645.1_ASM36764v1_genomic,CAPC01000018.1,bcsE,100.000,1458,0,0,175469,176926,1,1458,0.0,2693
GCA_000367645.1_ASM36764v1_genomic,CAPC01000018.1,bcsO,100.000,531,0,0,187903,188433,531,1,0.0,981
GCF_012368265.1_ASM1236826v1_genomic,NZ_JAAEXU010000003.1,bcsE,100.000,1458,0,0,233122,234579,1,1458,0.0,2693
GCF_012368265.1_ASM1236826v1_genomic,NZ_JAAEXU010000003.1,bcsO,99.812,531,1,0,245556,246086,531,1,0.0,976
GCA_019967065.1_ASM1996706v1_genomic,JAIMFW010000002.1,bcsE,100.000,1458,0,0,205497,206954,1,1458,0.0,2693
GCA_019967065.1_ASM1996706v1_genomic,JAIMFW010000002.1,bcsO,100.000,531,0,0,217931,218461,531,1,0.0,981
GCA_023184295.1_ASM2318429v1_genomic,JAJTMO010000003.1,bcsE,100.000,1458,0,0,152065,153522,1458,1,0.0,2693
GCA_023184295.1_ASM2318429v1_genomic,JAJTMO010000003.1,bcsO,100.000,531,0,0,140558,141088,1,531,0.0,981
GCA_017161565.1_ASM1716156v1_genomic,CP066796.1,bcsE,100.000,1458,0,0,79308,80765,1458,1,0.0,2693
GCA_017161565.1_ASM1716156v1_genomic,CP066796.1,bcsO,100.000,531,0,0,67801,68331,1,531,0.0,981
GCA_023612715.1_ASM2361271v1_genomic,CP076592.1,bcsE,100.000,1458,0,0,1935229,1936686,1458,1,0.0,2693
GCA_023612715.1_ASM2361271v1_genomic,CP076592.1,bcsO,100.000,531,0,0,1923722,1924252,1,531,0.0,981
